"emu";"year";"B";"nb";"iter";"f"
"FR_Adou";1990;1329637.16861972;20;17;"create_sampling_strahler"
"FR_Arto";1990;4055548513916.94;20;17;"create_sampling_strahler"
"FR_Bret";1990;16056583.5042233;20;17;"create_sampling_strahler"
"FR_Garo";1990;15545976.3596388;20;17;"create_sampling_strahler"
"FR_Loir";1990;21100675.2305611;20;17;"create_sampling_strahler"
"FR_Rhon";1990;49986699.0730741;20;17;"create_sampling_strahler"
"FR_Sein";1990;32719744.332755;20;17;"create_sampling_strahler"
"FR_Adou";1991;1697668.95137007;20;17;"create_sampling_strahler"
"FR_Arto";1991;4421735040513.18;20;17;"create_sampling_strahler"
"FR_Bret";1991;13027045.1524427;20;17;"create_sampling_strahler"
"FR_Garo";1991;14047139.1349359;20;17;"create_sampling_strahler"
"FR_Loir";1991;16541125.7300907;20;17;"create_sampling_strahler"
"FR_Rhon";1991;38990007.2853912;20;17;"create_sampling_strahler"
"FR_Sein";1991;23644629.3914834;20;17;"create_sampling_strahler"
"FR_Adou";1992;2031408.59548777;20;17;"create_sampling_strahler"
"FR_Arto";1992;4791371870182.7;20;17;"create_sampling_strahler"
"FR_Bret";1992;10783070.5870974;20;17;"create_sampling_strahler"
"FR_Garo";1992;12656950.0320892;20;17;"create_sampling_strahler"
"FR_Loir";1992;12972178.6661324;20;17;"create_sampling_strahler"
"FR_Rhon";1992;30477339.5036921;20;17;"create_sampling_strahler"
"FR_Sein";1992;17089951.2428231;20;17;"create_sampling_strahler"
"FR_Adou";1993;2318377.48046833;20;17;"create_sampling_strahler"
"FR_Arto";1993;5128141684790.35;20;17;"create_sampling_strahler"
"FR_Bret";1993;9326653.30074257;20;17;"create_sampling_strahler"
"FR_Garo";1993;11343673.0589772;20;17;"create_sampling_strahler"
"FR_Loir";1993;10195363.0831543;20;17;"create_sampling_strahler"
"FR_Rhon";1993;23946793.4938164;20;17;"create_sampling_strahler"
"FR_Sein";1993;12374204.7307362;20;17;"create_sampling_strahler"
"FR_Adou";1994;2564880.73260779;20;17;"create_sampling_strahler"
"FR_Arto";1994;5391633755459.22;20;17;"create_sampling_strahler"
"FR_Bret";1994;8607432.1173501;20;17;"create_sampling_strahler"
"FR_Garo";1994;10097945.7143695;20;17;"create_sampling_strahler"
"FR_Loir";1994;8062797.25850905;20;17;"create_sampling_strahler"
"FR_Rhon";1994;18987903.3431878;20;17;"create_sampling_strahler"
"FR_Sein";1994;9011405.15022832;20;17;"create_sampling_strahler"
"FR_Adou";1995;2783379.68595262;20;17;"create_sampling_strahler"
"FR_Arto";1995;5550505586494.62;20;17;"create_sampling_strahler"
"FR_Bret";1995;8567577.71627073;20;17;"create_sampling_strahler"
"FR_Garo";1995;8934617.03265653;20;17;"create_sampling_strahler"
"FR_Loir";1995;6459455.21658143;20;17;"create_sampling_strahler"
"FR_Rhon";1995;15266409.6130838;20;17;"create_sampling_strahler"
"FR_Sein";1995;6646097.62462805;20;17;"create_sampling_strahler"
"FR_Adou";1996;2984202.86772924;20;17;"create_sampling_strahler"
"FR_Arto";1996;5591518825587.14;20;17;"create_sampling_strahler"
"FR_Bret";1996;9169440.81795428;20;17;"create_sampling_strahler"
"FR_Garo";1996;7884027.29351334;20;17;"create_sampling_strahler"
"FR_Loir";1996;5291060.00596814;20;17;"create_sampling_strahler"
"FR_Rhon";1996;12509607.2681969;20;17;"create_sampling_strahler"
"FR_Sein";1996;5012316.27842988;20;17;"create_sampling_strahler"
"FR_Adou";1997;3171530.69392709;20;17;"create_sampling_strahler"
"FR_Arto";1997;5520056923726;20;17;"create_sampling_strahler"
"FR_Bret";1997;10373996.4740244;20;17;"create_sampling_strahler"
"FR_Garo";1997;6978651.92052571;20;17;"create_sampling_strahler"
"FR_Loir";1997;4478934.28549878;20;17;"create_sampling_strahler"
"FR_Rhon";1997;10494999.8271752;20;17;"create_sampling_strahler"
"FR_Sein";1997;3910477.40989067;20;17;"create_sampling_strahler"
"FR_Adou";1998;3341022.74013062;20;17;"create_sampling_strahler"
"FR_Arto";1998;5353559114334.02;20;17;"create_sampling_strahler"
"FR_Bret";1998;12067111.4801478;20;17;"create_sampling_strahler"
"FR_Garo";1998;6241733.27574277;20;17;"create_sampling_strahler"
"FR_Loir";1998;3959726.94440534;20;17;"create_sampling_strahler"
"FR_Rhon";1998;9042479.74348684;20;17;"create_sampling_strahler"
"FR_Sein";1998;3194154.61814839;20;17;"create_sampling_strahler"
"FR_Adou";1999;3479710.76346566;20;17;"create_sampling_strahler"
"FR_Arto";1999;5114060413721.61;20;17;"create_sampling_strahler"
"FR_Bret";1999;13961607.8539566;20;17;"create_sampling_strahler"
"FR_Garo";1999;5682260.55457231;20;17;"create_sampling_strahler"
"FR_Loir";1999;3686794.36712753;20;17;"create_sampling_strahler"
"FR_Rhon";1999;8008302.46440429;20;17;"create_sampling_strahler"
"FR_Sein";1999;2760857.05198892;20;17;"create_sampling_strahler"
"FR_Adou";2000;3572004.64051211;20;17;"create_sampling_strahler"
"FR_Arto";2000;4825228694883.98;20;17;"create_sampling_strahler"
"FR_Bret";2000;15562044.728996;20;17;"create_sampling_strahler"
"FR_Garo";2000;5296463.09008862;20;17;"create_sampling_strahler"
"FR_Loir";2000;3630674.03478711;20;17;"create_sampling_strahler"
"FR_Rhon";2000;7279503.05582436;20;17;"create_sampling_strahler"
"FR_Sein";2000;2544141.26228569;20;17;"create_sampling_strahler"
"FR_Adou";2001;3610734.79963635;20;17;"create_sampling_strahler"
"FR_Arto";2001;4514275247697.28;20;17;"create_sampling_strahler"
"FR_Bret";2001;16303652.899006;20;17;"create_sampling_strahler"
"FR_Garo";2001;5072705.52191004;20;17;"create_sampling_strahler"
"FR_Loir";2001;3777049.3540424;20;17;"create_sampling_strahler"
"FR_Rhon";2001;6768978.98542719;20;17;"create_sampling_strahler"
"FR_Sein";2001;2506493.42868626;20;17;"create_sampling_strahler"
"FR_Adou";2002;3602830.44179332;20;17;"create_sampling_strahler"
"FR_Arto";2002;4214710809420.26;20;17;"create_sampling_strahler"
"FR_Bret";2002;15848950.5838983;20;17;"create_sampling_strahler"
