"emu";"year";"B";"nb";"iter";"f"
"FR_Adou";1990;7655507313056029;100;52;"create_sampling_strahler"
"FR_Arto";1990;3746156955268340;100;52;"create_sampling_strahler"
"FR_Bret";1990;19539167.9018827;100;52;"create_sampling_strahler"
"FR_Garo";1990;9877073.17534972;100;52;"create_sampling_strahler"
"FR_Loir";1990;24496734.6955177;100;52;"create_sampling_strahler"
"FR_Rhon";1990;9295471.52482904;100;52;"create_sampling_strahler"
"FR_Sein";1990;24077874.5393276;100;52;"create_sampling_strahler"
"FR_Adou";1991;12776427982690906;100;52;"create_sampling_strahler"
"FR_Arto";1991;4617268873172776;100;52;"create_sampling_strahler"
"FR_Bret";1991;15478251.8035622;100;52;"create_sampling_strahler"
"FR_Garo";1991;10661976.7592562;100;52;"create_sampling_strahler"
"FR_Loir";1991;18277860.8314026;100;52;"create_sampling_strahler"
"FR_Rhon";1991;8003309.02949256;100;52;"create_sampling_strahler"
"FR_Sein";1991;17561047.2104027;100;52;"create_sampling_strahler"
"FR_Adou";1992;21806678671112788;100;52;"create_sampling_strahler"
"FR_Arto";1992;5639841472944465;100;52;"create_sampling_strahler"
"FR_Bret";1992;12572747.304494;100;52;"create_sampling_strahler"
"FR_Garo";1992;11363147.7053383;100;52;"create_sampling_strahler"
"FR_Loir";1992;13731347.9242025;100;52;"create_sampling_strahler"
"FR_Rhon";1992;6921004.42156337;100;52;"create_sampling_strahler"
"FR_Sein";1992;12903315.6934126;100;52;"create_sampling_strahler"
"FR_Adou";1993;38640267162110888;100;52;"create_sampling_strahler"
"FR_Arto";1993;6768695114157343;100;52;"create_sampling_strahler"
"FR_Bret";1993;10787029.9354643;100;52;"create_sampling_strahler"
"FR_Garo";1993;11776347.8420944;100;52;"create_sampling_strahler"
"FR_Loir";1993;10482596.0537406;100;52;"create_sampling_strahler"
"FR_Rhon";1993;6046167.20332064;100;52;"create_sampling_strahler"
"FR_Sein";1993;9648354.12635168;100;52;"create_sampling_strahler"
"FR_Adou";1994;70689084226996904;100;52;"create_sampling_strahler"
"FR_Arto";1994;7932602423102688;100;52;"create_sampling_strahler"
"FR_Bret";1994;10023868.9322132;100;52;"create_sampling_strahler"
"FR_Garo";1994;11711219.6178411;100;52;"create_sampling_strahler"
"FR_Loir";1994;8215366.32166892;100;52;"create_sampling_strahler"
"FR_Rhon";1994;5368524.16966984;100;52;"create_sampling_strahler"
"FR_Sein";1994;7425478.90915907;100;52;"create_sampling_strahler"
"FR_Adou";1995;129652690431313408;100;52;"create_sampling_strahler"
"FR_Arto";1995;9048568394943810;100;52;"create_sampling_strahler"
"FR_Bret";1995;10203790.1583424;100;52;"create_sampling_strahler"
"FR_Garo";1995;11100054.6472824;100;52;"create_sampling_strahler"
"FR_Loir";1995;6672221.9155183;100;52;"create_sampling_strahler"
"FR_Rhon";1995;4869695.3465707;100;52;"create_sampling_strahler"
"FR_Sein";1995;5944112.73788751;100;52;"create_sampling_strahler"
"FR_Adou";1996;228184610119272160;100;52;"create_sampling_strahler"
"FR_Arto";1996;10028049040319562;100;52;"create_sampling_strahler"
"FR_Bret";1996;11299579.4825605;100;52;"create_sampling_strahler"
"FR_Garo";1996;10048236.3322204;100;52;"create_sampling_strahler"
"FR_Loir";1996;5656854.62826887;100;52;"create_sampling_strahler"
"FR_Rhon";1996;4526799.00202673;100;52;"create_sampling_strahler"
"FR_Sein";1996;4990090.00377507;100;52;"create_sampling_strahler"
"FR_Adou";1997;369310543525576448;100;52;"create_sampling_strahler"
"FR_Arto";1997;10781172970441010;100;52;"create_sampling_strahler"
"FR_Bret";1997;13277556.4245724;100;52;"create_sampling_strahler"
"FR_Garo";1997;8783808.82943177;100;52;"create_sampling_strahler"
"FR_Loir";1997;5028593.43270713;100;52;"create_sampling_strahler"
"FR_Rhon";1997;4315847.50600556;100;52;"create_sampling_strahler"
"FR_Sein";1997;4414800.88380113;100;52;"create_sampling_strahler"
"FR_Adou";1998;534903553624893312;100;52;"create_sampling_strahler"
"FR_Arto";1998;11237213695604764;100;52;"create_sampling_strahler"
"FR_Bret";1998;15935201.3296899;100;52;"create_sampling_strahler"
"FR_Garo";1998;7548729.50471431;100;52;"create_sampling_strahler"
"FR_Loir";1998;4691586.8007097;100;52;"create_sampling_strahler"
"FR_Rhon";1998;4213579.2455863;100;52;"create_sampling_strahler"
"FR_Sein";1998;4120440.0003386;100;52;"create_sampling_strahler"
"FR_Adou";1999;688972506162312064;100;52;"create_sampling_strahler"
"FR_Arto";1999;11383840886119516;100;52;"create_sampling_strahler"
"FR_Bret";1999;18700207.266162;100;52;"create_sampling_strahler"
"FR_Garo";1999;6514372.92227544;100;52;"create_sampling_strahler"
"FR_Loir";1999;4582494.30323538;100;52;"create_sampling_strahler"
"FR_Rhon";1999;4197917.87799967;100;52;"create_sampling_strahler"
"FR_Sein";1999;4045294.71292877;100;52;"create_sampling_strahler"
"FR_Adou";2000;797164966156312192;100;52;"create_sampling_strahler"
"FR_Arto";2000;11296013133435840;100;52;"create_sampling_strahler"
"FR_Bret";2000;20616600.8264855;100;52;"create_sampling_strahler"
"FR_Garo";2000;5761141.87580411;100;52;"create_sampling_strahler"
"FR_Loir";2000;4658689.89080858;100;52;"create_sampling_strahler"
"FR_Rhon";2000;4247832.28279401;100;52;"create_sampling_strahler"
"FR_Sein";2000;4150727.26190382;100;52;"create_sampling_strahler"
"FR_Adou";2001;841589250112025344;100;52;"create_sampling_strahler"
"FR_Arto";2001;11120143164197606;100;52;"create_sampling_strahler"
"FR_Bret";2001;20761442.1576541;100;52;"create_sampling_strahler"
"FR_Garo";2001;5303240.12308882;100;52;"create_sampling_strahler"
"FR_Loir";2001;4887456.04378868;100;52;"create_sampling_strahler"
"FR_Rhon";2001;4343351.42752188;100;52;"create_sampling_strahler"
"FR_Sein";2001;4409787.33990302;100;52;"create_sampling_strahler"
"FR_Adou";2002;819788103268915968;100;52;"create_sampling_strahler"
"FR_Arto";2002;11015892615054792;100;52;"create_sampling_strahler"
