"emu";"year";"B";"nb";"iter";"f"
"FR_Adou";1990;747429.614546013;40;62;"create_sampling_random"
"FR_Arto";1990;172397420900473120;40;62;"create_sampling_random"
"FR_Bret";1990;18581880.3315284;40;62;"create_sampling_random"
"FR_Garo";1990;16864624.8861685;40;62;"create_sampling_random"
"FR_Loir";1990;17962171.4195867;40;62;"create_sampling_random"
"FR_Rhon";1990;652684964619637376;40;62;"create_sampling_random"
"FR_Sein";1990;16064821.4895809;40;62;"create_sampling_random"
"FR_Adou";1991;940047.702494436;40;62;"create_sampling_random"
"FR_Arto";1991;176195570141888320;40;62;"create_sampling_random"
"FR_Bret";1991;14527163.9176107;40;62;"create_sampling_random"
"FR_Garo";1991;14753194.3335721;40;62;"create_sampling_random"
"FR_Loir";1991;13049655.5245425;40;62;"create_sampling_random"
"FR_Rhon";1991;634207146194868864;40;62;"create_sampling_random"
"FR_Sein";1991;12385380.7002925;40;62;"create_sampling_random"
"FR_Adou";1992;1167536.3825149;40;62;"create_sampling_random"
"FR_Arto";1992;180884780723251008;40;62;"create_sampling_random"
"FR_Bret";1992;11654268.4527657;40;62;"create_sampling_random"
"FR_Garo";1992;12864425.49466;40;62;"create_sampling_random"
"FR_Loir";1992;9571550.72618399;40;62;"create_sampling_random"
"FR_Rhon";1992;616283455839465344;40;62;"create_sampling_random"
"FR_Sein";1992;9618595.60386599;40;62;"create_sampling_random"
"FR_Adou";1993;1436506.92361268;40;62;"create_sampling_random"
"FR_Arto";1993;187239791308488448;40;62;"create_sampling_random"
"FR_Bret";1993;9889241.84832439;40;62;"create_sampling_random"
"FR_Garo";1993;11142753.9271735;40;62;"create_sampling_random"
"FR_Loir";1993;7176890.22652226;40;62;"create_sampling_random"
"FR_Rhon";1993;598858825555277824;40;62;"create_sampling_random"
"FR_Sein";1993;7598878.88117652;40;62;"create_sampling_random"
"FR_Adou";1994;1744571.63400199;40;62;"create_sampling_random"
"FR_Arto";1994;195518046582905280;40;62;"create_sampling_random"
"FR_Bret";1994;9104281.05768115;40;62;"create_sampling_random"
"FR_Garo";1994;9565866.51401094;40;62;"create_sampling_random"
"FR_Loir";1994;5571828.69593544;40;62;"create_sampling_random"
"FR_Rhon";1994;581901609404004352;40;62;"create_sampling_random"
"FR_Sein";1994;6174137.43895589;40;62;"create_sampling_random"
"FR_Adou";1995;2078359.96487129;40;62;"create_sampling_random"
"FR_Arto";1995;205296494065708832;40;62;"create_sampling_random"
"FR_Bret";1995;9193810.59744117;40;62;"create_sampling_random"
"FR_Garo";1995;8141871.68388204;40;62;"create_sampling_random"
"FR_Loir";1995;4523355.93702622;40;62;"create_sampling_random"
"FR_Rhon";1995;565408820872637888;40;62;"create_sampling_random"
"FR_Sein";1995;5211727.40469029;40;62;"create_sampling_random"
"FR_Adou";1996;2419422.62409107;40;62;"create_sampling_random"
"FR_Arto";1996;215632389167450048;40;62;"create_sampling_random"
"FR_Bret";1996;10101807.6525764;40;62;"create_sampling_random"
"FR_Garo";1996;6894434.99265898;40;62;"create_sampling_random"
"FR_Loir";1996;3859614.02216413;40;62;"create_sampling_random"
"FR_Rhon";1996;549399338487087616;40;62;"create_sampling_random"
"FR_Sein";1996;4606147.41182686;40;62;"create_sampling_random"
"FR_Adou";1997;2750470.9981433;40;62;"create_sampling_random"
"FR_Arto";1997;225368926109062400;40;62;"create_sampling_random"
"FR_Bret";1997;11760255.5885211;40;62;"create_sampling_random"
"FR_Garo";1997;5845964.2448154;40;62;"create_sampling_random"
"FR_Loir";1997;3460350.31639087;40;62;"create_sampling_random"
"FR_Rhon";1997;533901335000859520;40;62;"create_sampling_random"
"FR_Sein";1997;4280697.00411745;40;62;"create_sampling_random"
"FR_Adou";1998;3055255.9939095;40;62;"create_sampling_random"
"FR_Arto";1998;233392778737835904;40;62;"create_sampling_random"
"FR_Bret";1998;13939223.1736123;40;62;"create_sampling_random"
"FR_Garo";1998;5006704.22956399;40;62;"create_sampling_random"
"FR_Loir";1998;3243172.72077188;40;62;"create_sampling_random"
"FR_Rhon";1998;518939944452577408;40;62;"create_sampling_random"
"FR_Sein";1998;4183704.15189028;40;62;"create_sampling_random"
"FR_Adou";1999;3316911.32112772;40;62;"create_sampling_random"
"FR_Arto";1999;238790491221921120;40;62;"create_sampling_random"
"FR_Bret";1999;16085365.6462511;40;62;"create_sampling_random"
"FR_Garo";1999;4372449.68411158;40;62;"create_sampling_random"
"FR_Loir";1999;3150914.63466954;40;62;"create_sampling_random"
"FR_Rhon";1999;504529038950613696;40;62;"create_sampling_random"
"FR_Sein";1999;4281265.70137089;40;62;"create_sampling_random"
"FR_Adou";2000;3520471.53905819;40;62;"create_sampling_random"
"FR_Arto";2000;241050190040953088;40;62;"create_sampling_random"
"FR_Bret";2000;17362429.0165555;40;62;"create_sampling_random"
"FR_Garo";2000;3928633.86319727;40;62;"create_sampling_random"
"FR_Loir";2000;3142642.61195955;40;62;"create_sampling_random"
"FR_Rhon";2000;490668243211649856;40;62;"create_sampling_random"
"FR_Sein";2000;4547421.62482645;40;62;"create_sampling_random"
"FR_Adou";2001;3656972.92169535;40;62;"create_sampling_random"
"FR_Arto";2001;240444631254585440;40;62;"create_sampling_random"
"FR_Bret";2001;17068748.0517816;40;62;"create_sampling_random"
"FR_Garo";2001;3656590.00813627;40;62;"create_sampling_random"
"FR_Loir";2001;3188799.21355434;40;62;"create_sampling_random"
"FR_Rhon";2001;477344299482191808;40;62;"create_sampling_random"
"FR_Sein";2001;4952055.01925107;40;62;"create_sampling_random"
"FR_Adou";2002;3724788.49122859;40;62;"create_sampling_random"
"FR_Arto";2002;238436197608594592;40;62;"create_sampling_random"
"FR_Bret";2002;15168683.7441532;40;62;"create_sampling_random"
"FR_Garo";2002;3538673.91376453;40;62;"create_sampling_random"
"FR_Loir";2002;3269643.30189956;40;62;"create_sampling_random"
"FR_Rhon";2002;464535039284531584;40;62;"create_sampling_random"
"FR_Sein";2002;5448012.64484589;40;62;"create_sampling_random"
"FR_Adou";2003;3728056.67991724;40;62;"create_sampling_random"
"FR_Arto";2003;237721211723111168;40;62;"create_sampling_random"
"FR_Bret";2003;12348891.0394027;40;62;"create_sampling_random"
"FR_Garo";2003;3560790.48124689;40;62;"create_sampling_random"
"FR_Loir";2003;3375237.1782748;40;62;"create_sampling_random"
"FR_Rhon";2003;452214180317864832;40;62;"create_sampling_random"
"FR_Sein";2003;5962195.03422365;40;62;"create_sampling_random"
"FR_Adou";2004;3674612.76205532;40;62;"create_sampling_random"
"FR_Arto";2004;241758614995592000;40;62;"create_sampling_random"
"FR_Bret";2004;9502235.86067256;40;62;"create_sampling_random"
"FR_Garo";2004;3712244.29202815;40;62;"create_sampling_random"
"FR_Loir";2004;3505016.10481369;40;62;"create_sampling_random"
"FR_Rhon";2004;440355462624882112;40;62;"create_sampling_random"
"FR_Sein";2004;6398484.59543631;40;62;"create_sampling_random"
"FR_Adou";2005;3575275.42968809;40;62;"create_sampling_random"
"FR_Arto";2005;254058330510400480;40;62;"create_sampling_random"
"FR_Bret";2005;7211671.86564845;40;62;"create_sampling_random"
"FR_Garo";2005;3983486.49782932;40;62;"create_sampling_random"
"FR_Loir";2005;3665700.42902236;40;62;"create_sampling_random"
"FR_Rhon";2005;428935057983500096;40;62;"create_sampling_random"
"FR_Sein";2005;6658364.28225022;40;62;"create_sampling_random"
"FR_Adou";2006;3444459.3758111;40;62;"create_sampling_random"
"FR_Arto";2006;277536368459394752;40;62;"create_sampling_random"
"FR_Bret";2006;5646338.27363007;40;62;"create_sampling_random"
"FR_Garo";2006;4362673.67962955;40;62;"create_sampling_random"
"FR_Loir";2006;3867470.20579657;40;62;"create_sampling_random"
"FR_Rhon";2006;417931769745033344;40;62;"create_sampling_random"
"FR_Sein";2006;6674487.68841298;40;62;"create_sampling_random"
"FR_Adou";2007;3300636.27438291;40;62;"create_sampling_random"
"FR_Arto";2007;313904445279163456;40;62;"create_sampling_random"
"FR_Bret";2007;4737301.48404061;40;62;"create_sampling_random"
"FR_Garo";2007;4832335.26481537;40;62;"create_sampling_random"
"FR_Loir";2007;4119041.69367789;40;62;"create_sampling_random"
"FR_Rhon";2007;407325305526825152;40;62;"create_sampling_random"
"FR_Sein";2007;6439232.00357719;40;62;"create_sampling_random"
"FR_Adou";2008;3164557.12325618;40;62;"create_sampling_random"
"FR_Arto";2008;363022922876935552;40;62;"create_sampling_random"
"FR_Bret";2008;4361267.7715524;40;62;"create_sampling_random"
"FR_Garo";2008;5367748.38242291;40;62;"create_sampling_random"
"FR_Loir";2008;4422309.5529415;40;62;"create_sampling_random"
"FR_Rhon";2008;397093661133140224;40;62;"create_sampling_random"
"FR_Sein";2008;6008705.02806907;40;62;"create_sampling_random"
"FR_Adou";2009;3053719.45375891;40;62;"create_sampling_random"
"FR_Arto";2009;422708371108485696;40;62;"create_sampling_random"
"FR_Bret";2009;4428854.91092488;40;62;"create_sampling_random"
"FR_Garo";2009;5938339.01871815;40;62;"create_sampling_random"
"FR_Loir";2009;4767168.62227857;40;62;"create_sampling_random"
"FR_Rhon";2009;387211067337515136;40;62;"create_sampling_random"
"FR_Sein";2009;5478797.43925126;40;62;"create_sampling_random"
"FR_Adou";2010;2975498.06362649;40;62;"create_sampling_random"
"FR_Arto";2010;489895718040210048;40;62;"create_sampling_random"
"FR_Bret";2010;4895999.77809146;40;62;"create_sampling_random"
"FR_Garo";2010;6512221.78022689;40;62;"create_sampling_random"
"FR_Loir";2010;5127736.55258181;40;62;"create_sampling_random"
"FR_Rhon";2010;377647767344808128;40;62;"create_sampling_random"
"FR_Sein";2010;4949587.90633593;40;62;"create_sampling_random"
"FR_Adou";2011;2925289.47533059;40;62;"create_sampling_random"
"FR_Arto";2011;563175436816446144;40;62;"create_sampling_random"
"FR_Bret";2011;5731061.63911773;40;62;"create_sampling_random"
"FR_Garo";2011;7062301.42915922;40;62;"create_sampling_random"
"FR_Loir";2011;5462357.38229521;40;62;"create_sampling_random"
"FR_Rhon";2011;368372098684322624;40;62;"create_sampling_random"
"FR_Sein";2011;4498845.83840374;40;62;"create_sampling_random"
"FR_Adou";2012;2892035.22190838;40;62;"create_sampling_random"
"FR_Arto";2012;645091907092135296;40;62;"create_sampling_random"
"FR_Bret";2012;6856811.62276052;40;62;"create_sampling_random"
"FR_Garo";2012;7571342.58994848;40;62;"create_sampling_random"
"FR_Loir";2012;5720147.6431551;40;62;"create_sampling_random"
"FR_Rhon";2012;359354220455193152;40;62;"create_sampling_random"
"FR_Sein";2012;4173631.77502561;40;62;"create_sampling_random"
"FR_Adou";2013;2865831.72683375;40;62;"create_sampling_random"
"FR_Arto";2013;742453093010278272;40;62;"create_sampling_random"
"FR_Bret";2013;8098331.10124266;40;62;"create_sampling_random"
"FR_Garo";2013;8033928.46477307;40;62;"create_sampling_random"
"FR_Loir";2013;5854646.93649397;40;62;"create_sampling_random"
"FR_Rhon";2013;350569884642824832;40;62;"create_sampling_random"
"FR_Sein";2013;3995482.81007285;40;62;"create_sampling_random"
"FR_Adou";2014;2841899.57849309;40;62;"create_sampling_random"
"FR_Arto";2014;864635164741700864;40;62;"create_sampling_random"
"FR_Bret";2014;9194322.68298073;40;62;"create_sampling_random"
"FR_Garo";2014;8454928.37868131;40;62;"create_sampling_random"
"FR_Loir";2014;5840241.64896133;40;62;"create_sampling_random"
"FR_Rhon";2014;342002500767772352;40;62;"create_sampling_random"
"FR_Sein";2014;3969720.53547504;40;62;"create_sampling_random"
"FR_Adou";2015;2820135.27535602;40;62;"create_sampling_random"
"FR_Arto";2015;1021197380420506112;40;62;"create_sampling_random"
"FR_Bret";2015;9904224.92210571;40;62;"create_sampling_random"
"FR_Garo";2015;8845733.89551076;40;62;"create_sampling_random"
"FR_Loir";2015;5682886.50180201;40;62;"create_sampling_random"
"FR_Rhon";2015;333642627502986432;40;62;"create_sampling_random"
"FR_Sein";2015;4091899.14984443;40;62;"create_sampling_random"
"FR_Adou";2016;2802199.09106131;40;62;"create_sampling_random"
"FR_Arto";2016;1219992298684525568;40;62;"create_sampling_random"
"FR_Bret";2016;10142152.7378125;40;62;"create_sampling_random"
"FR_Garo";2016;9220116.13159085;40;62;"create_sampling_random"
"FR_Loir";2016;5418117.83643834;40;62;"create_sampling_random"
"FR_Rhon";2016;325485458344025408;40;62;"create_sampling_random"
"FR_Sein";2016;4349056.19749698;40;62;"create_sampling_random"
"FR_Adou";2017;2788427.73948691;40;62;"create_sampling_random"
"FR_Arto";2017;1466391023036600064;40;62;"create_sampling_random"
"FR_Bret";2017;10012377.0081196;40;62;"create_sampling_random"
"FR_Garo";2017;9591043.52444944;40;62;"create_sampling_random"
"FR_Loir";2017;5096754.04049985;40;62;"create_sampling_random"
"FR_Rhon";2017;317527873070151296;40;62;"create_sampling_random"
