"emu";"year";"B";"nb";"iter";"f"
"FR_Adou";1990;9.46798247889776e+40;60;51;"create_sampling_strahler"
"FR_Arto";1990;74949612282407232;60;51;"create_sampling_strahler"
"FR_Bret";1990;13956291.4346194;60;51;"create_sampling_strahler"
"FR_Garo";1990;10144710.1967814;60;51;"create_sampling_strahler"
"FR_Loir";1990;38630453.7870069;60;51;"create_sampling_strahler"
"FR_Rhon";1990;6412815.16652514;60;51;"create_sampling_strahler"
"FR_Sein";1990;18777226.3572383;60;51;"create_sampling_strahler"
"FR_Adou";1991;1.45575109789719e+41;60;51;"create_sampling_strahler"
"FR_Arto";1991;84180356529771664;60;51;"create_sampling_strahler"
"FR_Bret";1991;11565419.1546746;60;51;"create_sampling_strahler"
"FR_Garo";1991;11426296.2977573;60;51;"create_sampling_strahler"
"FR_Loir";1991;25063495.9746219;60;51;"create_sampling_strahler"
"FR_Rhon";1991;6114309.63372155;60;51;"create_sampling_strahler"
"FR_Sein";1991;15253640.7220777;60;51;"create_sampling_strahler"
"FR_Adou";1992;2.30619199990256e+41;60;51;"create_sampling_strahler"
"FR_Arto";1992;93208747633812960;60;51;"create_sampling_strahler"
"FR_Bret";1992;9853327.18146213;60;51;"create_sampling_strahler"
"FR_Garo";1992;12651456.6138753;60;51;"create_sampling_strahler"
"FR_Loir";1992;16441939.5727348;60;51;"create_sampling_strahler"
"FR_Rhon";1992;5826789.09476132;60;51;"create_sampling_strahler"
"FR_Sein";1992;12417948.0954721;60;51;"create_sampling_strahler"
"FR_Adou";1993;3.8457841345962e+41;60;51;"create_sampling_strahler"
"FR_Arto";1993;100202591981248512;60;51;"create_sampling_strahler"
"FR_Bret";1993;8913761.32580182;60;51;"create_sampling_strahler"
"FR_Garo";1993;13491985.7227298;60;51;"create_sampling_strahler"
"FR_Loir";1993;11068512.6584946;60;51;"create_sampling_strahler"
"FR_Rhon";1993;5548262.9351535;60;51;"create_sampling_strahler"
"FR_Sein";1993;10168854.0036104;60;51;"create_sampling_strahler"
"FR_Adou";1994;6.73466885550314e+41;60;51;"create_sampling_strahler"
"FR_Arto";1994;103527381200880928;60;51;"create_sampling_strahler"
"FR_Bret";1994;8792870.74368913;60;51;"create_sampling_strahler"
"FR_Garo";1994;13612384.9479739;60;51;"create_sampling_strahler"
"FR_Loir";1994;7770250.40124049;60;51;"create_sampling_strahler"
"FR_Rhon";1994;5278907.54050507;60;51;"create_sampling_strahler"
"FR_Sein";1994;8421834.16980735;60;51;"create_sampling_strahler"
"FR_Adou";1995;1.20429656529615e+42;60;51;"create_sampling_strahler"
"FR_Arto";1995;102957310523096336;60;51;"create_sampling_strahler"
"FR_Bret";1995;9557205.78974141;60;51;"create_sampling_strahler"
"FR_Garo";1995;12873448.230854;60;51;"create_sampling_strahler"
"FR_Loir";1995;5769289.99002732;60;51;"create_sampling_strahler"
"FR_Rhon";1995;5021084.09586588;60;51;"create_sampling_strahler"
"FR_Sein";1995;7103280.57961618;60;51;"create_sampling_strahler"
"FR_Adou";1996;2.1103235771696e+42;60;51;"create_sampling_strahler"
"FR_Arto";1996;100103092544722224;60;51;"create_sampling_strahler"
"FR_Bret";1996;11325463.901893;60;51;"create_sampling_strahler"
"FR_Garo";1996;11441267.6529246;60;51;"create_sampling_strahler"
"FR_Loir";1996;4575765.24857453;60;51;"create_sampling_strahler"
"FR_Rhon";1996;4778412.74192856;60;51;"create_sampling_strahler"
"FR_Sein";1996;6149279.06941451;60;51;"create_sampling_strahler"
"FR_Adou";1997;3.48610500846011e+42;60;51;"create_sampling_strahler"
"FR_Arto";1997;97621068360266048;60;51;"create_sampling_strahler"
"FR_Bret";1997;14187612.6479903;60;51;"create_sampling_strahler"
"FR_Garo";1997;9694986.55139811;60;51;"create_sampling_strahler"
"FR_Loir";1997;3894509.65460137;60;51;"create_sampling_strahler"
"FR_Rhon";1997;4554648.14617693;60;51;"create_sampling_strahler"
"FR_Sein";1997;5506701.62205657;60;51;"create_sampling_strahler"
"FR_Adou";1998;5.28155597387123e+42;60;51;"create_sampling_strahler"
"FR_Arto";1998;97986582663964352;60;51;"create_sampling_strahler"
"FR_Bret";1998;17958778.6364844;60;51;"create_sampling_strahler"
"FR_Garo";1998;8019625.77039427;60;51;"create_sampling_strahler"
"FR_Loir";1998;3553895.72729152;60;51;"create_sampling_strahler"
"FR_Rhon";1998;4352963.80747513;60;51;"create_sampling_strahler"
"FR_Sein";1998;5134896.68068557;60;51;"create_sampling_strahler"
"FR_Adou";1999;7.2135772837497e+42;60;51;"create_sampling_strahler"
"FR_Arto";1999;102702405520760528;60;51;"create_sampling_strahler"
"FR_Bret";1999;21848827.7230655;60;51;"create_sampling_strahler"
"FR_Garo";1999;6659462.20681752;60;51;"create_sampling_strahler"
"FR_Loir";1999;3457445.67363426;60;51;"create_sampling_strahler"
"FR_Rhon";1999;4175921.55768005;60;51;"create_sampling_strahler"
"FR_Sein";1999;5006637.80201485;60;51;"create_sampling_strahler"
"FR_Adou";2000;8.77402276030188e+42;60;51;"create_sampling_strahler"
"FR_Arto";2000;111900136657046336;60;51;"create_sampling_strahler"
"FR_Bret";2000;24444058.8825962;60;51;"create_sampling_strahler"
"FR_Garo";2000;5701912.53607998;60;51;"create_sampling_strahler"
"FR_Loir";2000;3553043.18214239;60;51;"create_sampling_strahler"
"FR_Rhon";2000;4025913.57191374;60;51;"create_sampling_strahler"
"FR_Sein";2000;5107210.96052517;60;51;"create_sampling_strahler"
"FR_Adou";2001;9.41727435279957e+42;60;51;"create_sampling_strahler"
"FR_Arto";2001;123966227878569904;60;51;"create_sampling_strahler"
"FR_Bret";2001;24435185.2968989;60;51;"create_sampling_strahler"
"FR_Garo";2001;5137297.04152071;60;51;"create_sampling_strahler"
"FR_Loir";2001;3813612.92964942;60;51;"create_sampling_strahler"
"FR_Rhon";2001;3905480.52320189;60;51;"create_sampling_strahler"
"FR_Sein";2001;5430435.47679051;60;51;"create_sampling_strahler"
