"emu";"year";"B";"nb";"iter";"f"
"FR_Adou";1990;69168339007123.6;60;25;"create_sampling_strahler"
"FR_Arto";1990;48199580467970752;60;25;"create_sampling_strahler"
"FR_Bret";1990;19434583.9160571;60;25;"create_sampling_strahler"
"FR_Garo";1990;13279412.6722053;60;25;"create_sampling_strahler"
"FR_Loir";1990;24107516.2444259;60;25;"create_sampling_strahler"
"FR_Rhon";1990;27432418.4423443;60;25;"create_sampling_strahler"
"FR_Sein";1990;11762580.4996427;60;25;"create_sampling_strahler"
"FR_Adou";1991;111002358601575;60;25;"create_sampling_strahler"
"FR_Arto";1991;55426496052844752;60;25;"create_sampling_strahler"
"FR_Bret";1991;15421499.466431;60;25;"create_sampling_strahler"
"FR_Garo";1991;11919269.5080907;60;25;"create_sampling_strahler"
"FR_Loir";1991;17568004.9988072;60;25;"create_sampling_strahler"
"FR_Rhon";1991;26088955.1133266;60;25;"create_sampling_strahler"
"FR_Sein";1991;10544513.7598311;60;25;"create_sampling_strahler"
"FR_Adou";1992;179841503478038;60;25;"create_sampling_strahler"
"FR_Arto";1992;63746746727296544;60;25;"create_sampling_strahler"
"FR_Bret";1992;12541818.6567638;60;25;"create_sampling_strahler"
"FR_Garo";1992;10687513.1809762;60;25;"create_sampling_strahler"
"FR_Loir";1992;12900254.2882353;60;25;"create_sampling_strahler"
"FR_Rhon";1992;24814489.6497534;60;25;"create_sampling_strahler"
"FR_Sein";1992;9458240.06902286;60;25;"create_sampling_strahler"
"FR_Adou";1993;296949548050650;60;25;"create_sampling_strahler"
"FR_Arto";1993;73255222371482800;60;25;"create_sampling_strahler"
"FR_Bret";1993;10761997.7475196;60;25;"create_sampling_strahler"
"FR_Garo";1993;9565201.0548557;60;25;"create_sampling_strahler"
"FR_Loir";1993;9645018.35484683;60;25;"create_sampling_strahler"
"FR_Rhon";1993;23603684.2232241;60;25;"create_sampling_strahler"
"FR_Sein";1993;8499207.74070268;60;25;"create_sampling_strahler"
"FR_Adou";1994;501226202998118;60;25;"create_sampling_strahler"
"FR_Arto";1994;83792925846246848;60;25;"create_sampling_strahler"
"FR_Bret";1994;9987640.85037701;60;25;"create_sampling_strahler"
"FR_Garo";1994;8544810.12408525;60;25;"create_sampling_strahler"
"FR_Loir";1994;7428163.98859518;60;25;"create_sampling_strahler"
"FR_Rhon";1994;22454106.5283176;60;25;"create_sampling_strahler"
"FR_Sein";1994;7666940.34592782;60;25;"create_sampling_strahler"
"FR_Adou";1995;855438338698560;60;25;"create_sampling_strahler"
